epoch,train_loss,val_loss
1,0.018699562707361957,0.0840712194707685
2,0.012576381032002079,0.11607165951176167
3,0.012337000955533176,0.08593514749281007
4,0.012217873295947645,0.07825332569978602
5,0.010554605394131911,0.06598610928086569
6,0.009555812264506117,0.09191475646945944
7,0.009728584130922964,0.08438440071912076
8,0.008908116772683206,0.10096055475658454
9,0.009626925282099515,0.10102066838099065
10,0.010361261676487083,0.09065293811499449
11,0.011096639611567802,0.09168475144372926
12,0.012311331493829724,0.10011716020630816
13,0.011326706101427338,0.10827562608416172
14,0.011418994329484192,0.11028988159493756
15,0.009148592516670486,0.11740418142434467
16,0.010493334651168253,0.12411680590790967
17,0.013556963899692583,0.11672321078959716
18,0.008958804147155162,0.12530651610545537
19,0.008183229141840115,0.13068163323249066
20,0.0073641589373391915,0.1340846133321942
21,0.007043171664601955,0.1331835912790283
22,0.0063192722593059004,0.13011839589685384
23,0.00579619317345918,0.12959189626899603
24,0.005235913302762551,0.13437256080034146
25,0.004977858702240736,0.13179567266689482
26,0.004760348671223404,0.1304222510448064
27,0.004730223796390462,0.12888558435868927
28,0.004869652527831906,0.08972274654644802
29,0.003523108085444743,0.09909142797017466
30,0.0029913990572503746,0.10255860167733988
31,0.002697825042134977,0.10280530086296297
32,0.0024919530673810915,0.10529580244666446
33,0.0023635512961049047,0.10152800579094545
34,0.002303581616303261,0.1009615947983193
35,0.0022515799911479095,0.1012064796145027
36,0.0022050391284076406,0.0975139411874806
37,0.002203481837768549,0.09526145925325233
38,0.0021246044838871703,0.09799296448294287
39,0.0023392014688532817,0.03420267699930592
40,0.0021561078491267507,0.03457629844182075
41,0.0020893459139071677,0.034453598728429416
42,0.002048134676285861,0.034180085504390056
43,0.0019925275666944657,0.035604598804446094
44,0.0019596118895992003,0.03388740637061511
45,0.001903243932816503,0.03656758423277236
46,0.0018739949899021456,0.03595694895287018
47,0.0018194467361436549,0.037644459596376204
48,0.0017597875996067053,0.03874499428957006
49,0.0017219778307760037,0.03752601128917677
50,0.0016640025948791428,0.03847360866867398
51,0.0016426576899379324,0.04031718069468522
52,0.001574120987659244,0.04082285956991883
53,0.0015631902671166258,0.03872647388308945
54,0.001550768043013498,0.03551632887253478
55,0.0014832521110432018,0.03675260301914475
56,0.001511133255413782,0.012570723597274515
57,0.001480746192136342,0.011953814599567892
58,0.0014486364159232827,0.012191243065150794
59,0.0013945355817257207,0.012835130167737316
60,0.0013881220185847647,0.012465645001893299
61,0.0013552735592399303,0.01206985162815035
62,0.0013356109925508756,0.014137779605269025
63,0.0013074916857827026,0.012428472737637607
64,0.0013103297181580162,0.012699277015123555
65,0.0012879314925610663,0.01441366925427879
66,0.001272680523680607,0.011123514839437366
67,0.0012501062061012656,0.014460378173895658
68,0.0012374141356993275,0.012716075017028677
69,0.0012134650803618545,0.011770543883599188
70,0.001238772004438138,0.014917270720368534
71,0.001219917505591595,0.011752046549394584
72,0.001209752896942068,0.01510236073477723
73,0.0011939800314443565,0.013522804050889481
74,0.0011811358494475152,0.013126041702728153
75,0.001169437710638409,0.011725387423648374
76,0.0011695528272473398,0.014398978712599016
77,0.00115456411740537,0.014664556180089975
78,0.0011699337737455216,0.004996270146872828
79,0.001087901320346537,0.004551039037964939
80,0.001063210700704329,0.004528868808570494
81,0.0010408878169755238,0.004169896087531719
82,0.0010314638281527402,0.004537938745695845
83,0.001015612687908075,0.004017086139406739
84,0.0010089355819623109,0.005235077541057493
85,0.0009830851575693,0.0032633114752224214
86,0.0009986539493808838,0.004781524033480056
87,0.0009717664782965205,0.004315231974834689
88,0.0009682732116428893,0.003550938852853685
89,0.0009688299139165394,0.005160968944839736
90,0.000943292145457134,0.0037406827065708022
91,0.0009501135664398543,0.004927294570355329
92,0.0009263050794588366,0.003925276146318312
93,0.0009241029425672812,0.003931816428181889
94,0.0009139431944674214,0.004684457625087294
95,0.0009121649244926341,0.005072025695232275
96,0.0009002904870725418,0.0038376910811481132
97,0.0009069152665194979,0.001168407000208955
98,0.0008840363417513145,0.0011650749320233364
99,0.0008573003320528343,0.0011701608893526067
100,0.000860319152188607,0.00180130901649747
101,0.0008437950536352672,0.001230047412414778
102,0.0008384421892797176,0.0017430653481821576
103,0.0008327145839905575,0.0015912533601060163
104,0.0008330645146170722,0.002263202961848743
105,0.000818910397538528,0.001972786117481442
106,0.0008145325481562949,0.00200080414735146
107,0.0008139475642176893,0.0017961438746524354
